ASV_numbers,phylum,class,order,family,genus,species
ASV_3538,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,Chryseolinea,NA
ASV_3539,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,NA
ASV_3540,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,NA,NA
ASV_3541,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family_4,Acidibacter,NA
ASV_3542,NA,NA,NA,NA,NA,NA
ASV_3543,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Aquisphaera,NA
ASV_3544,Chloroflexi,Dehalococcoidia,S085,NA,NA,NA
ASV_3545,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,NA,NA
ASV_3546,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,NA,NA
ASV_3547,NA,NA,NA,NA,NA,NA
ASV_3548,Myxococcota,Polyangia,NA,NA,NA,NA
ASV_3549,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Candidatus Udaeobacter,NA
ASV_3550,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,NA,NA
ASV_3551,NA,NA,NA,NA,NA,NA
ASV_3552,NA,NA,NA,NA,NA,NA
ASV_3553,Cyanobacteria,Vampirivibrionia,Obscuribacterales,Obscuribacteraceae,Candidatus Obscuribacter,NA
ASV_3554,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,NA,NA
ASV_3555,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,OLB12,NA
ASV_3556,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,NA
ASV_3557,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,NA,NA
ASV_3558,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Candidatus Udaeobacter,NA
ASV_3559,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrocosmicus,NA
ASV_3560,Acidobacteriota,Acidobacteriae,Acidobacteriales,Koribacteraceae,Candidatus Koribacter,NA
ASV_3561,NA,NA,NA,NA,NA,NA
ASV_3562,Desulfobacterota,Desulfuromonadia,Geobacterales,Geobacteraceae,NA,NA
ASV_3563,Acidobacteriota,Acidobacteriae,Subgroup 2,NA,NA,NA
ASV_3564,Acidobacteriota,Subgroup 25,NA,NA,NA,NA
ASV_3565,Proteobacteria,Alphaproteobacteria,Rhizobiales,NA,NA,NA
ASV_3566,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,NA,NA
ASV_3567,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,NA,NA
ASV_3568,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Ellin6067,NA
ASV_3569,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Rhodanobacter,NA
ASV_3570,Acidobacteriota,Subgroup 5,NA,NA,NA,NA
ASV_3571,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
ASV_3572,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,NA,NA
ASV_3573,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,Litorilinea,NA
ASV_3574,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,NA,NA
ASV_3575,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,NA,NA
ASV_3576,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,MND1,NA
ASV_3577,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pir4 lineage,NA
ASV_3578,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,NA
ASV_3579,Acidobacteriota,Blastocatellia,Pyrinomonadales,Pyrinomonadaceae,RB41,NA
ASV_3580,NA,NA,NA,NA,NA,NA
ASV_3581,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Ferruginibacter,NA
ASV_3582,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,NA
ASV_3583,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Candidatus Udaeobacter,NA
ASV_3584,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
ASV_3585,NA,NA,NA,NA,NA,NA
ASV_3586,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae (Subgroup 1),Granulicella,NA
ASV_3587,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Paraclostridium,NA
ASV_3588,Proteobacteria,Gammaproteobacteria,Burkholderiales,SC-I-84,NA,NA
ASV_3589,Acidobacteriota,Holophagae,Subgroup 7,NA,NA,NA
ASV_3590,NA,NA,NA,NA,NA,NA
ASV_3591,Proteobacteria,Gammaproteobacteria,Burkholderiales,NA,NA,NA
ASV_3592,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,NA,NA
ASV_3593,Planctomycetota,Planctomycetes,NA,NA,NA,NA
ASV_3594,NA,NA,NA,NA,NA,NA
ASV_3595,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA,NA
ASV_3596,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pir4 lineage,NA
ASV_3597,NA,NA,NA,NA,NA,NA
ASV_3598,NA,NA,NA,NA,NA,NA
ASV_3599,Proteobacteria,Gammaproteobacteria,Burkholderiales,NA,NA,NA
ASV_3600,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,NA
ASV_3601,Actinobacteriota,Acidimicrobiia,IMCC26256,NA,NA,NA
ASV_3602,Actinobacteriota,Actinobacteria,Streptosporangiales,Streptosporangiaceae,NA,NA
ASV_3603,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,NA,NA
ASV_3604,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
ASV_3605,Patescibacteria,Parcubacteria,Candidatus Nomurabacteria,NA,NA,NA
ASV_3606,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,NA,NA
ASV_3607,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,NA,NA
ASV_3608,NA,NA,NA,NA,NA,NA
ASV_3609,Actinobacteriota,Acidimicrobiia,IMCC26256,NA,NA,NA
ASV_3610,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Romboutsia,NA
ASV_3611,Acidobacteriota,Acidobacteriae,Subgroup 2,NA,NA,NA
ASV_3612,Acidobacteriota,Blastocatellia,45597,NA,NA,NA
ASV_3613,NA,NA,NA,NA,NA,NA
ASV_3614,Proteobacteria,Gammaproteobacteria,Burkholderiales,B1-7BS,NA,NA
ASV_3615,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family_4,Acidibacter,NA
ASV_3616,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,Opitutus,NA
ASV_3617,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,NA,NA
ASV_3618,NA,NA,NA,NA,NA,NA
ASV_3619,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,NA,NA
ASV_3620,Crenarchaeota,Nitrososphaeria,NA,NA,NA,NA
ASV_3621,Planctomycetota,Planctomycetes,NA,NA,NA,NA
ASV_3622,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,NA,NA
ASV_3623,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,NA
ASV_3624,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,mle1-7,NA
ASV_3625,NA,NA,NA,NA,NA,NA
ASV_3626,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Candidatus Udaeobacter,NA
ASV_3627,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter,NA
ASV_3628,Chloroflexi,KD4-96,NA,NA,NA,NA
ASV_3629,Myxococcota,Polyangia,Polyangiales,Phaselicystidaceae,Phaselicystis,NA
ASV_3630,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,NA,NA
ASV_3631,Verrucomicrobiota,Chlamydiae,Chlamydiales,Parachlamydiaceae,Candidatus Protochlamydia,NA
ASV_3632,Proteobacteria,NA,NA,NA,NA,NA
ASV_3633,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Candidatus Udaeobacter,NA
ASV_3634,NA,NA,NA,NA,NA,NA
ASV_3635,NA,NA,NA,NA,NA,NA
ASV_3636,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,NA
ASV_3637,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Fimbriiglobus,NA
ASV_3638,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Gemmata,NA
ASV_3639,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Conexibacter,NA
ASV_3640,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,NA,NA
ASV_3641,Planctomycetota,Phycisphaerae,NA,NA,NA,NA
ASV_3642,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,NA,NA
ASV_3643,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,NA,NA
ASV_3644,Actinobacteriota,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella,NA
ASV_3645,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,NA,NA
ASV_3646,NA,NA,NA,NA,NA,NA
ASV_3647,NA,NA,NA,NA,NA,NA
ASV_3648,Actinobacteriota,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella,NA
ASV_3649,NA,NA,NA,NA,NA,NA
ASV_3650,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Candidatus Udaeobacter,NA
ASV_3651,NA,NA,NA,NA,NA,NA
ASV_3652,Chloroflexi,KD4-96,NA,NA,NA,NA
ASV_3653,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Xiphinematobacteraceae,Candidatus Xiphinematobacter,NA
ASV_3654,NA,NA,NA,NA,NA,NA
ASV_3655,Proteobacteria,Gammaproteobacteria,R7C24,NA,NA,NA
ASV_3656,Acidobacteriota,Acidobacteriae,Acidobacteriales,NA,NA,NA
ASV_3657,NA,NA,NA,NA,NA,NA
ASV_3658,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,NA,NA
ASV_3659,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
ASV_3660,Planctomycetota,NA,NA,NA,NA,NA
ASV_3661,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,NA
ASV_3662,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Candidatus Udaeobacter,NA
ASV_3663,Acidobacteriota,Acidobacteriae,Subgroup 2,NA,NA,NA
ASV_3664,NA,NA,NA,NA,NA,NA
ASV_3665,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,NA,NA
ASV_3666,NA,NA,NA,NA,NA,NA
ASV_3667,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,AKYG587,NA
ASV_3668,Actinobacteriota,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella,NA
ASV_3669,NA,NA,NA,NA,NA,NA
ASV_3670,Planctomycetota,Planctomycetes,NA,NA,NA,NA
ASV_3671,NA,NA,NA,NA,NA,NA
ASV_3672,NA,NA,NA,NA,NA,NA
ASV_3673,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,MND1,NA
ASV_3674,Proteobacteria,NA,NA,NA,NA,NA
ASV_3675,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,NA
ASV_3676,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,NA
ASV_3677,Acidobacteriota,Blastocatellia,45597,NA,NA,NA
ASV_3678,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
ASV_3679,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Roseiarcus,NA
ASV_3680,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,Stenotrophobacter,NA
ASV_3681,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Candidatus Udaeobacter,NA
ASV_3682,Proteobacteria,Gammaproteobacteria,Burkholderiales,NA,NA,NA
ASV_3683,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,NA,NA
ASV_3684,Chloroflexi,NA,NA,NA,NA,NA
ASV_3685,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,NA,NA
ASV_3686,NA,NA,NA,NA,NA,NA
ASV_3687,Patescibacteria,Saccharimonadia,Saccharimonadales,LWQ8,NA,NA
ASV_3688,Actinobacteriota,Actinobacteria,Frankiales,Acidothermaceae,Acidothermus,NA
ASV_3689,Chloroflexi,AD3,NA,NA,NA,NA
ASV_3690,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Pajaroellobacter,NA
ASV_3691,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,NA,NA
ASV_3692,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,NA
ASV_3693,Actinobacteriota,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella,NA
ASV_3694,Actinobacteriota,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella,NA
ASV_3695,Acidobacteriota,Acidobacteriae,Subgroup 2,NA,NA,NA
ASV_3696,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA,NA
ASV_3697,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,NA,NA
ASV_3698,NA,NA,NA,NA,NA,NA
ASV_3699,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,NA,NA
ASV_3700,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,NA
ASV_3701,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
ASV_3702,NA,NA,NA,NA,NA,NA
ASV_3703,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae (Subgroup 1),Acidipila,NA
ASV_3704,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Puia,NA
ASV_3705,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Luteibacter,NA
ASV_3706,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,1959-1,NA
ASV_3707,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,Opitutus,NA
ASV_3708,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
ASV_3709,NA,NA,NA,NA,NA,NA
ASV_3710,Proteobacteria,Alphaproteobacteria,Dongiales,Dongiaceae,Dongia,NA
ASV_3711,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,NA
ASV_3712,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,NA,NA
ASV_3713,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Xiphinematobacteraceae,Candidatus Xiphinematobacter,NA
ASV_3714,NA,NA,NA,NA,NA,NA
ASV_3715,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,NA,NA
ASV_3716,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,NA,NA
ASV_3717,NA,NA,NA,NA,NA,NA
ASV_3718,Planctomycetota,Planctomycetes,NA,NA,NA,NA
ASV_3719,NA,NA,NA,NA,NA,NA
ASV_3720,Planctomycetota,Planctomycetes,NA,NA,NA,NA
ASV_3721,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Ferruginibacter,NA
ASV_3722,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,NA,NA
ASV_3723,NA,NA,NA,NA,NA,NA
ASV_3724,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Puia,NA
ASV_3725,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,NA,NA
ASV_3726,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,NA,NA
ASV_3727,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,NA,NA
ASV_3728,Patescibacteria,Parcubacteria,Candidatus Nomurabacteria,NA,NA,NA
ASV_3729,Acidobacteriota,Acidobacteriae,Subgroup 2,NA,NA,NA
ASV_3730,Firmicutes,Bacilli,Bacillales,Bacillaceae,NA,NA
ASV_3731,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Gemmata,NA
ASV_3732,Actinobacteriota,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella,NA
ASV_3733,NA,NA,NA,NA,NA,NA
ASV_3734,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,NA,NA
ASV_3735,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,NA,NA
ASV_3736,Actinobacteriota,Actinobacteria,Frankiales,Acidothermaceae,Acidothermus,NA
ASV_3737,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Candidatus Udaeobacter,NA
ASV_3738,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,NA,NA
ASV_3739,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,NA,NA
ASV_3740,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,IS-44,NA
ASV_3741,Acidobacteriota,Vicinamibacteria,Subgroup 17,NA,NA,NA
ASV_3742,Acidobacteriota,Vicinamibacteria,NA,NA,NA,NA
ASV_3743,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Gemmata,NA
ASV_3744,Acidobacteriota,Acidobacteriae,Solibacterales,Solibacteraceae,Candidatus Solibacter,NA
ASV_3745,NA,NA,NA,NA,NA,NA
ASV_3746,Patescibacteria,Parcubacteria,Candidatus Nomurabacteria,NA,NA,NA
ASV_3747,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
ASV_3748,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,NA
ASV_3749,NA,NA,NA,NA,NA,NA
ASV_3750,Proteobacteria,Gammaproteobacteria,Burkholderiales,SC-I-84,NA,NA
ASV_3751,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,Litorilinea,NA
ASV_3752,Planctomycetota,Phycisphaerae,Tepidisphaerales,CPla-3 termite group,NA,NA
ASV_3753,Chloroflexi,KD4-96,NA,NA,NA,NA
ASV_3754,Firmicutes,Clostridia,Clostridiales,Caloramatoraceae,Fonticella,NA
ASV_3755,Acidobacteriota,Vicinamibacteria,Subgroup 17,NA,NA,NA
ASV_3756,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,NA
ASV_3757,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,NA,NA
ASV_3758,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,NA,NA
ASV_3759,Chloroflexi,TK10,NA,NA,NA,NA
ASV_3760,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,NA,NA
ASV_3761,Actinobacteriota,Actinobacteria,Streptomycetales,Streptomycetaceae,NA,NA
ASV_3762,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,NA,NA
ASV_3763,NA,NA,NA,NA,NA,NA
ASV_3764,Acidobacteriota,Acidobacteriae,Subgroup 2,NA,NA,NA
ASV_3765,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,NA,NA
ASV_3766,Actinobacteriota,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella,NA
ASV_3767,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Rhodanobacter,NA
ASV_3768,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter,NA
ASV_3769,NA,NA,NA,NA,NA,NA
ASV_3770,Actinobacteriota,Acidimicrobiia,IMCC26256,NA,NA,NA
ASV_3771,Acidobacteriota,Acidobacteriae,Subgroup 2,NA,NA,NA
ASV_3772,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Conexibacter,NA
ASV_3773,Patescibacteria,Saccharimonadia,Saccharimonadales,LWQ8,NA,NA
ASV_3774,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,NA,NA
ASV_3775,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,NA,NA
ASV_3776,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Xiphinematobacteraceae,Candidatus Xiphinematobacter,NA
ASV_3777,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,NA,NA
ASV_3778,Actinobacteriota,Actinobacteria,Frankiales,Frankiaceae,Jatrophihabitans,NA
ASV_3779,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Pajaroellobacter,NA
ASV_3780,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter,NA
ASV_3781,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,NA,NA
ASV_3782,Firmicutes,Bacilli,Bacillales,Bacillaceae,NA,NA
ASV_3783,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,Steroidobacter,NA
ASV_3784,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,JGI 0001001-H03,NA
ASV_3785,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae (Subgroup 1),NA,NA
ASV_3786,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,NA
ASV_3787,Acidobacteriota,NA,NA,NA,NA,NA
ASV_3788,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Ellin6067,NA
ASV_3789,NA,NA,NA,NA,NA,NA
ASV_3790,Acidobacteriota,Blastocatellia,45597,NA,NA,NA
ASV_3791,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,NA
ASV_3792,NA,NA,NA,NA,NA,NA
ASV_3793,NA,NA,NA,NA,NA,NA
ASV_3794,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA,NA
ASV_3795,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Hirschia,NA
ASV_3796,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Puia,NA
ASV_3797,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Xiphinematobacteraceae,Candidatus Xiphinematobacter,NA
ASV_3798,NA,NA,NA,NA,NA,NA
ASV_3799,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bryobacter,NA
ASV_3800,NA,NA,NA,NA,NA,NA
ASV_3801,Chloroflexi,KD4-96,NA,NA,NA,NA
ASV_3802,Planctomycetota,Planctomycetes,NA,NA,NA,NA
ASV_3803,Acidobacteriota,Holophagae,Subgroup 7,NA,NA,NA
ASV_3804,Actinobacteriota,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella,NA
ASV_3805,Acidobacteriota,Acidobacteriae,Subgroup 2,NA,NA,NA
ASV_3806,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,NA
ASV_3807,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,NA
ASV_3808,Acidobacteriota,NA,NA,NA,NA,NA
ASV_3809,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pir4 lineage,NA
ASV_3810,Proteobacteria,Gammaproteobacteria,CCD24,NA,NA,NA
ASV_3811,Actinobacteriota,NA,NA,NA,NA,NA
ASV_3812,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia-Caballeronia-Paraburkholderia,NA
ASV_3813,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,NA,NA
ASV_3814,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,NA,NA
ASV_3815,Actinobacteriota,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella,NA
ASV_3816,Acidobacteriota,Acidobacteriae,Subgroup 2,NA,NA,NA
ASV_3817,Myxococcota,Polyangia,Polyangiales,Phaselicystidaceae,Phaselicystis,NA
ASV_3818,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,NA,NA
ASV_3819,NA,NA,NA,NA,NA,NA
ASV_3820,NA,NA,NA,NA,NA,NA
ASV_3821,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,NA
ASV_3822,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bryobacter,NA
ASV_3823,Actinobacteriota,Acidimicrobiia,IMCC26256,NA,NA,NA
ASV_3824,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,Pedosphaera,NA
ASV_3825,Myxococcota,bacteriap25,NA,NA,NA,NA
ASV_3826,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA,NA
ASV_3827,NA,NA,NA,NA,NA,NA
ASV_3828,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,NA,NA
ASV_3829,Acidobacteriota,Acidobacteriae,Subgroup 2,NA,NA,NA
ASV_3830,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,NA,NA
ASV_3831,Acidobacteriota,Blastocatellia,45597,NA,NA,NA
ASV_3832,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,NA
ASV_3833,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Kribbella,NA
ASV_3834,Chloroflexi,NA,NA,NA,NA,NA
ASV_3835,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,NA,NA
ASV_3836,Verrucomicrobiota,Verrucomicrobiae,NA,NA,NA,NA
ASV_3837,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,NA,NA
ASV_3838,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Luteolibacter,NA
ASV_3839,Acidobacteriota,Acidobacteriae,Subgroup 2,NA,NA,NA
ASV_3840,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,Pedosphaera,NA
ASV_3841,NA,NA,NA,NA,NA,NA
ASV_3842,NA,NA,NA,NA,NA,NA
ASV_3843,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,NA,NA
ASV_3844,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Candidatus Udaeobacter,NA
ASV_3845,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Edaphobaculum,NA
ASV_3846,Chloroflexi,TK10,NA,NA,NA,NA
ASV_3847,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
